# hand_links.csv - the category vocabulary and the relation edges, authored.
#
# ⚠️ THE FOURTH HAND FILE, and the DURABLE source for library_categories and library_relations.
#    Everything else in the catalog is replayed from a hand file on every build, and an edge
#    stored only in recipes.db would be orphaned by the next fold with nothing to notice.
#
# ⚠️ THIS TABLE HOLDS ONLY FILTER CATEGORIES, terms that are NOT catalog rows. A kind_of parent
#    IS a catalog row and needs no entry here, so a kind_of edge points at a library_id and an
#    in_category edge points at a slug below. 'Is X a kind_of parent' is derived, not stored.
#
# ⚠️ FORMS INHERIT. garlic powder is made_from garlic, which is an allium, so it reaches the
#    category through its parent. A direct edge would be the almond-flour error one layer up.
#
# Spec: previews/category-vocabulary-final.md
#
# --- section: categories ---
category_id,name,parent_slug,note
Q1144668,Q3774485,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q1470283,Q157484,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q107307347,Q275068,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q95733958,Q67594028,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:long-grain-parboiled-rice,Q67594028,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
longaniza,Q131419,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
luganega,Q131419,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q1482449,oil,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q5989305,Q157484,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q14443,en:saltwater-fish,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q1987316,Q2249305,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:maigre-de-tete-de-porc,Q191768,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:maigre-et-gras-de-porc,Q191768,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:manchons-de-poulet,Q864693,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q16575356,Q184357,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q169,Q844144,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q241156,Q15645384,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:poudre-au-beurre,Q34172,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q2882387,Q34172,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q96626596,Q89,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:carottes-deshydratees,Q81,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q3177204,Q773987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q209889,Q17315191,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:matoki,Q503,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:mature-cheddar,Q217525,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q6534405,Q36465,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:mais-moulu,Q10286140,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:mechanically-separated-meat-of-turkey,Q4200953,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:medium-mature-cheddar,Q217525,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q18474800,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q18474808,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q20059083,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q20060278,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q20059084,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q18474824,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q20060279,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q17318793,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q15879293,sugar,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:beurre-laitier,Q34172,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q10581201,Q8495,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:melted-cheddar,Q217525,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q14504031,Q5881191,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q1754504,Q131419,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q276276,Q796758,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
mettwurst,Q131419,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q11145813,Q8495,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:miel-baies-roses,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:miel-de-bourdaine,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q6013660,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q6013667,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q28148567,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q6013663,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:miel-de-bruyere,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:miel-de-campagne,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:miel-de-carotte-recolte-dans-le-gatinais,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:miel-de-carotte-sauvage,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:miel-de-chataignier-origine-france,en:honey-from-france,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:miel-de-citronnier,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:miel-de-fleurs-de-france,en:honey-from-france,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:miel-de-framboisier,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:miel-de-garrigue,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:miel-de-lavande-origine-france,en:honey-from-france,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:miel-de-litchi,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:miel-de-mandarinier,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:miel-de-maquis-de-printemps,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:miel-de-montagne-de-france,en:honey-from-france,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:miel-de-romarin-du-languedoc,en:honey-from-france,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:miel-de-ronce,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q3312779,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:miel-de-sapin-recolte-en-france,en:honey-from-france,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:miel-de-sarrasin-recolte-dans-le-loiret,en:honey-from-france,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:miel-italien-d-acacia,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q86734341,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:miel-de-tilleul-de-picardie,en:honey-from-france,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:miel-de-chataignier,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q110460981,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:mild-cheddar,Q217525,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:milkfish,en:saltwater-fish,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q20968815,Q2223649,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q643697,Q2223649,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q67996304,Q13400960,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q120442409,Q10988133,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q28675205,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q17634293,Q10987,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q154389,sugar,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q12859107,en:saltwater-fish,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q68456632,Q67731470,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q68457400,Q67731470,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q65234429,Q2296872,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q11937667,Q1621080,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q98269620,Q636056,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:moules-cuites,Q13042834,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:moules-glazurees,Q13042834,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
nl:moutmeel,Q152024,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q765540,Q3774485,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q9280616,sugar,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q131748,Q5726634,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q910958,oil,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q498082,Q636056,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q110611203,Q6418247,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q110611202,Q6418247,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q110611200,Q6418247,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q107246649,Q157484,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q20994945,Q36465,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q10593172,Q2995529,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
hr:pšenično-brašno-1850,Q2249305,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:farine-de-ble-type-55,Q2249305,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
pl:mąka-pszenna-typ-750,Q2249305,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
pl:mąka-żytnia-typ-720,Q10658708,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q13873564,Q192628,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q6959497,Q13317,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q131361355,Q157484,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q841156,Q13202263,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q910656,oil,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q107246652,Q275068,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q1241190,Q1256296,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q136746974,Q578307,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:noisettes-avec-peau,Q578307,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:noix-de-jambon-de-porc,Q191768,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q7048859,Q41354,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:non-hydrogenated-vegetable-oils,oil,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q201565,Q796185,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q107307349,Q275068,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q110611131,Q275068,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q107304840,Q157484,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q110611198,Q275068,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:northern-prawn,Q1517781,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q10752679,Q5726634,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:nutmeg-butter-oil,oil,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:oat-oil,oil,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q2089240,Q1436715,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:oeuf-entier-issu-de-poules-elevees-en-plein-air,Q115618816,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:oeufs-entiers-reconstitues,Q115618816,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:oignon-et-ail-en-poudre,Q21546392,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q11261445,Q796185,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q11939306,Q1621080,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q118819723,Q1621080,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q7087232,Q10426,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q19842181,Q5726634,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q7087235,oil,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:oleisol,Q94787,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q110611197,Q275068,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q110611196,Q275068,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q110611195,Q275068,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q2268712,Q93189,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:organic-long-grain-rice,Q67594028,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q1915137,Q21552830,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:os-et-viande-de-poulet,Q864693,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q28969642,Q93189,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q107417424,Q37937,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q139490021,Q157484,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:palette-de-porc,Q191768,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:palm-and-palm-kernel-oil,Q231458,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:palm-olein,Q231458,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:palm-or-palm-kernel-oil,Q231458,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:palourdes-precuites,Q1192868,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q1589638,breadcrumbs,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q105528979,Q192628,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:pandalus-jordani,Q1517781,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q1820454,breadcrumbs,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q12330939,Q844144,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:parapenaeopsis-stylifera,Q1517781,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:parboiled-italian-black-whole-grain-rice,Q732925,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q68220931,en:taproot-vegetable,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q107246695,Q275068,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q107246696,Q275068,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q124726535,Q18087876,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q2224510,Q844144,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:pasteurized-creme-fraiche,Q13228,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q784378,Q2249305,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q118819745,Q16587531,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:paves-de-saumon,Q2796766,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q123907356,Q636056,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q26879361,Q636056,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q147651,Q5726634,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q110611287,Q275068,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:pear-puree,Q636056,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q137802482,Q157484,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q17118882,Q654236,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q136747040,Q1548030,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q3899360,Q1548030,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q20106090,Q13099586,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q67861271,Q67731470,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q3899685,Q13202263,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q921630,oil,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q134999560,Q5726634,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q67206285,Q5726634,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q35855322,Q659503,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:pig-snout,Q191768,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q13164542,Q157484,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q96756805,Q157484,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q107246701,Q157484,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q107246703,Q157484,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q107246705,Q157484,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q17118905,Q157484,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q107246706,Q275068,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q83363036,Q18087876,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:pigs-trotters,Q191768,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q67773148,Q67731470,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
bg:сладък-червен-пипер,Q3127593,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q10817602,Q844144,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q45824,Q14458220,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:pistachio-seed-oil,oil,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q3905793,Q131419,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q232755,Q844144,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q67861102,Q67731470,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q123458126,Q503,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q108170369,Q259642,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q2724236,Q5090,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q67866043,Q1548030,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q3393782,Q234901,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:pokeberry-shoots,en:shoot-vegetable,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q80024,Q21552830,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:pommes-d-aquitaine,Q89,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:ecorces-de-pamplemousse,Q21552830,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q1757003,oil,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:viande-de-porc-cuite,Q191768,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q21007636,Q191768,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q1365868,Q6418247,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q110611121,Q275068,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q107246709,Q275068,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q107246714,Q157484,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:potassium-iodide,salt,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q108063900,Q259642,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q86681753,Q864693,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:poulet-traite-en-salaison,Q864693,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q107307355,Q157484,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q68188589,Q18087876,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q107307360,Q157484,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q14473756,Q18087876,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:precooked-parboiled-whole-grain-brown-rice,Q732925,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q115618813,Q93189,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q17053386,Q191768,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q18465171,Q170486,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q20059289,Q170486,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q18465188,Q170486,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q18465195,Q170486,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:produit-a-base-de-viande-de-poulet,Q864693,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q6766526,Q234901,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q7253037,oil,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q124726513,Q19862498,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:pulpe-de-saumon-fume,Q2796766,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q770335,oil,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q636056,Q5726634,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q31085950,Q5090,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:peche-au-sirop,Q13202263,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q20060568,Q13202263,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q13137532,Q34172,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
hr:pšenično-brašno-tip-400,Q2249305,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q63890957,Q5726634,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q107246719,Q275068,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q1572135,Q93189,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q7268510,Q18087876,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q135011434,Q27038733,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q6094612,Q27038733,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:queues-de-crevettes,Q1517781,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q956379,Q636056,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q555084,Q5726634,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q104030862,Q2995529,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q110611186,Q275068,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q3556748,Q19862498,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q123577388,Q19862498,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q110611286,Q636056,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q697248,oil,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fi:rapsi-ja-auringonkukkaöljy,Q94787,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fi:rasvaton-rahka,Q259642,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:raw-cacao-powder,Q1062396,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q116810133,Q15260613,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:raw-red-and-whitecurrants,Q13186,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q7302262,Q5726634,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q68313727,Q67731470,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:red-cheddar,Q217525,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q67201118,Q5726634,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q124775151,Q2296872,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q645199,Q165308,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:red-palm-fruit-oil,Q231458,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:red-prawn,Q1517781,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q1135788,Q2995529,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q14714085,Q16128920,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q109044154,salt,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q125695234,Q93189,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q12480676,Q192628,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q7322430,Q6418247,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
